Record Length,2000,Points,-16.0000008E-3,-850.000023842E-3,
Sample Interval,16.0000000E-6,s,-15.9840006E-3,-824.999988079E-3,
Trigger Point,1.0000001E3,Samples,-15.9680005E-3,-800.000011921E-3,
,,,-15.9520004E-3,-824.999988079E-3,
,,,-15.9360003E-3,-775.000035763E-3,
,,,-15.9200002E-3,-750.000000000E-3,
Source,CH1,,-15.9040000E-3,-750.000000000E-3,
Vertical Units,V,,-15.8879999E-3,-725.000023842E-3,
Vertical Scale,625.000009313E-3,,-15.8720016E-3,-725.000023842E-3,
Vertical Offset,0,,-15.8560015E-3,-675.000011921E-3,
Horizontal Units,s,,-15.8400014E-3,-650.000035763E-3,
Horizontal Scale,3.19999999E-3,,-15.8240013E-3,-650.000035763E-3,
Pt Fmt,Y,,-15.8080012E-3,-625.000000000E-3,
Yzero,0.0,,-15.7920010E-3,-625.000000000E-3,
,,,-15.7760009E-3,-600.000023842E-3,
,,,-15.7600008E-3,-574.999988079E-3,
Note,TBS2102 - 7:22:34 PM   3/11/2022,,-15.7440007E-3,-525.000035763E-3,
,,,-15.7280006E-3,-525.000035763E-3,
,,,-15.7120004E-3,-525.000035763E-3,
,,,-15.6960003E-3,-474.999994040E-3,
,,,-15.6800002E-3,-450.000017881E-3,
,,,-15.6640001E-3,-425.000011921E-3,
,,,-15.6479999E-3,-425.000011921E-3,
,,,-15.6320017E-3,-400.00000596E-3,
,,,-15.6160006E-3,-349.99999404E-3,
,,,-15.6000005E-3,-325.00001788E-3,
,,,-15.5840004E-3,-300.00001192E-3,
,,,-15.5680012E-3,-300.00001192E-3,
,,,-15.5520011E-3,-250.00000000E-3,
,,,-15.5360010E-3,-250.00000000E-3,
,,,-15.5200008E-3,-200.00000298E-3,
,,,-15.5040007E-3,-174.99999702E-3,
,,,-15.4880006E-3,-150.00000596E-3,
,,,-15.4720005E-3,-150.00000596E-3,
,,,-15.4560003E-3,-125.0000000E-3,
,,,-15.4400012E-3,-50.00000075E-3,
