Record Length,2000,Points,-800.000011921E-3,349.99999404E-3,
Sample Interval,799.999979790E-6,s,-799.199998379E-3,400.00000596E-3,
Trigger Point,1.0000001E3,Samples,-798.399984837E-3,450.000017881E-3,
,,,-797.600030899E-3,450.000017881E-3,
,,,-796.800017357E-3,500.000000000E-3,
,,,-796.000003815E-3,500.000000000E-3,
Source,CH1,,-795.199990273E-3,600.000023842E-3,
Vertical Units,V,,-794.400036335E-3,600.000023842E-3,
Vertical Scale,1.2500000,,-793.600022793E-3,600.000023842E-3,
Vertical Offset,0,,-792.800009251E-3,650.000035763E-3,
Horizontal Units,s,,-791.999995708E-3,650.000035763E-3,
Horizontal Scale,159.99999596E-3,,-791.200041771E-3,699.999988079E-3,
Pt Fmt,Y,,-790.400028229E-3,699.999988079E-3,
Yzero,80.000000000E-3,,-789.600014687E-3,750.000000000E-3,
,,,-788.800001144E-3,800.000011921E-3,
,,,-787.999987602E-3,800.000011921E-3,
Note,TBS2102 - 7:18:25 PM   3/11/2022,,-787.200033665E-3,800.000011921E-3,
,,,-786.400020123E-3,800.000011921E-3,
,,,-785.600006580E-3,800.000011921E-3,
,,,-784.799993038E-3,800.000011921E-3,
,,,-784.000039101E-3,850.000023842E-3,
,,,-783.200025558E-3,850.000023842E-3,
,,,-782.400012016E-3,850.000023842E-3,
,,,-781.599998474E-3,800.000011921E-3,
,,,-780.799984932E-3,850.000023842E-3,
,,,-780.000030994E-3,850.000023842E-3,
,,,-779.200017452E-3,800.000011921E-3,
,,,-778.400003910E-3,800.000011921E-3,
,,,-777.599990368E-3,800.000011921E-3,
,,,-776.800036430E-3,800.000011921E-3,
,,,-776.000022888E-3,750.000000000E-3,
,,,-775.200009346E-3,750.000000000E-3,
,,,-774.399995804E-3,699.999988079E-3,
,,,-773.600041866E-3,699.999988079E-3,
,,,-772.800028324E-3,699.999988079E-3,
,,,-772.000014782E-3,650.000035763E-3,
,,,-771.200001240E-3,650.000035763E-3,
,,,-770.399987698E-3,600.000023842E-3,
,,,-769.600033760E-3,550.000011921E-3,
,,,-768.800020218E-3,550.000011921E-3,
,,,-768.000006676E-3,500.000000000E-3,
,,,-767.199993134E-3,500.000000000E-3,
,,,-766.400039196E-3,450.000017881E-3,
,,,-765.600025654E-3,400.00000596E-3,
,,,-764.800012112E-3,400.00000596E-3,
,,,-763.999998569E-3,349.99999404E-3,
,,,-763.199985027E-3,300.00001192E-3,
,,,-762.400031090E-3,250.00000000E-3,
,,,-761.600017548E-3,200.00000298E-3,
